timestamp,open,high,low,close,volume
1771675200000,630.02,634.66,627.21,627.36,4378.04
1771689600000,627.36,629.3,623.8,626.64,4241.82
1771704000000,626.64,627.23,623.98,625.4,1572.16
1771718400000,625.4,626.58,620.21,620.92,2344.77
1771732800000,620.92,623.2,618.43,622.05,1708.92
1771747200000,622.05,624.67,620.71,624.23,890.26
1771761600000,624.23,624.36,613.13,615.53,7851.98
1771776000000,615.53,615.75,609.65,612.07,3950.23
1771790400000,612.07,615.79,610.56,614.51,1680.34
1771804800000,614.51,615.47,582.51,589.54,19801.68
1771819200000,589.54,599.4,585.55,598.77,16347.83
1771833600000,598.77,609.99,596.13,605.89,4829.81
1771848000000,605.89,612.11,603.9,604.31,9254.88
1771862400000,604.31,605.84,591.0,591.73,10439.68
1771876800000,591.73,598.19,589.78,595.91,3990.93
1771891200000,595.91,602.4,589.24,592.87,11214.8
1771905600000,592.87,593.87,585.67,589.47,9663.94
1771920000000,589.47,592.71,585.54,586.67,5599.67
1771934400000,586.67,588.02,576.65,585.69,23331.31
1771948800000,585.69,589.77,583.32,588.58,7208.72
1771963200000,588.58,590.21,582.17,583.18,5413.5
1771977600000,583.18,601.89,581.11,593.64,11847.89
1771992000000,593.64,596.13,589.26,595.63,6464.96
1772006400000,595.63,605.16,595.48,604.6,4054.15
1772020800000,604.6,622.86,604.27,621.23,8077.09
1772035200000,621.23,634.03,620.68,632.01,9150.63
1772049600000,632.01,640.57,624.15,629.25,11214.36
1772064000000,629.25,633.78,625.2,627.75,5040.37
1772078400000,627.75,632.36,624.87,625.34,1861.08
1772092800000,625.34,630.11,622.67,622.77,1949.72
1772107200000,622.77,628.08,618.32,622.8,4192.92
1772121600000,622.8,624.96,613.66,624.23,8646.61
1772136000000,624.23,626.36,620.4,625.35,2574.22
1772150400000,625.35,629.99,622.09,628.84,3481.31
1772164800000,628.84,633.22,624.36,626.65,6104.17
1772179200000,626.65,629.55,612.66,614.48,6719.26
1772193600000,614.48,616.34,609.2,613.93,8579.89
