timestamp,open,high,low,close,volume
1771675200000,1.4431,1.4636,1.4347,1.449,26624118.0
1771689600000,1.449,1.451,1.4358,1.4426,12872707.0
1771704000000,1.4426,1.4428,1.429,1.4295,12057494.0
1771718400000,1.4295,1.4331,1.4173,1.4232,14515575.0
1771732800000,1.4232,1.4251,1.4163,1.4202,8482836.0
1771747200000,1.4202,1.4252,1.4155,1.4224,9881345.0
1771761600000,1.4224,1.4227,1.3851,1.3924,37951498.0
1771776000000,1.3924,1.394,1.3823,1.3858,12237062.0
1771790400000,1.3858,1.4012,1.3792,1.3924,16477310.0
1771804800000,1.3924,1.3941,1.3291,1.3404,66932345.0
1771819200000,1.3404,1.3775,1.3349,1.3702,28127253.0
1771833600000,1.3702,1.4059,1.361,1.3959,48680061.0
1771848000000,1.3959,1.4246,1.3663,1.37,65952736.0
1771862400000,1.37,1.3778,1.3476,1.3567,42988934.0
1771876800000,1.3567,1.3667,1.3493,1.351,16935500.0
1771891200000,1.351,1.3618,1.3261,1.3313,40369298.0
1771905600000,1.3313,1.3417,1.3204,1.3259,30762214.0
1771920000000,1.3259,1.3352,1.3207,1.3328,16592324.0
1771934400000,1.3328,1.3524,1.3116,1.3508,53633088.0
1771948800000,1.3508,1.367,1.3441,1.3552,34421766.0
1771963200000,1.3552,1.3631,1.3407,1.3473,14402688.0
1771977600000,1.3473,1.3988,1.3395,1.3694,52055643.0
1771992000000,1.3694,1.3743,1.352,1.3655,25866202.0
1772006400000,1.3655,1.3847,1.3625,1.3833,19185706.0
1772020800000,1.3833,1.4449,1.3805,1.4402,67698436.0
1772035200000,1.4402,1.4765,1.437,1.4662,53404346.0
1772049600000,1.4662,1.4932,1.4183,1.4334,75289317.0
1772064000000,1.4334,1.4472,1.4176,1.4411,31773958.0
1772078400000,1.4411,1.4686,1.4298,1.4335,29529709.0
1772092800000,1.4335,1.4561,1.4332,1.4363,31916641.0
1772107200000,1.4363,1.4456,1.407,1.4206,57579920.0
1772121600000,1.4206,1.4229,1.3818,1.4062,72393115.0
1772136000000,1.4062,1.412,1.3876,1.4018,16050999.0
1772150400000,1.4018,1.4126,1.3922,1.4071,17087504.0
1772164800000,1.4071,1.421,1.4032,1.4163,19315205.0
1772179200000,1.4163,1.4256,1.3797,1.3816,48426465.0
1772193600000,1.3816,1.3847,1.3515,1.3563,57317591.0
1772208000000,1.3563,1.3632,1.3374,1.3501,35319865.0
1772222400000,1.3501,1.3563,1.3376,1.3552,22084923.0
1772236800000,1.3552,1.3646,1.3517,1.3539,12224896.0
1772251200000,1.3539,1.3571,1.2889,1.3019,99192443.0
1772265600000,1.3019,1.3059,1.2694,1.292,67322571.0
1772280000000,1.292,1.3493,1.2909,1.3232,87697294.0
1772294400000,1.3232,1.3581,1.3141,1.3531,44899377.0
1772308800000,1.3531,1.3922,1.3497,1.3755,37577144.0
1772323200000,1.3755,1.4327,1.3647,1.418,64725867.0
1772337600000,1.418,1.4209,1.388,1.3973,31098970.0
1772352000000,1.3973,1.3995,1.3663,1.3755,28840186.0
1772366400000,1.3755,1.4031,1.3603,1.3779,50452398.0
1772380800000,1.3779,1.3853,1.353,1.3558,36743285.0
1772395200000,1.3558,1.3711,1.3362,1.3516,41666847.0
1772409600000,1.3516,1.3799,1.35,1.3731,27115895.0
1772424000000,1.3731,1.3744,1.3371,1.3461,22682629.0
1772438400000,1.3461,1.3619,1.3377,1.3508,22528821.0
1772452800000,1.3508,1.4148,1.3333,1.3998,65726518.0
1772467200000,1.3998,1.4226,1.3827,1.4,51267640.0
1772481600000,1.4,1.4057,1.3851,1.3898,24904569.0
1772496000000,1.3898,1.3948,1.367,1.3726,24136574.0
1772510400000,1.3726,1.3771,1.3567,1.3632,22551893.0
1772524800000,1.3632,1.3689,1.3413,1.3521,27181236.0
1772539200000,1.3521,1.3702,1.3361,1.364,44074163.0
1772553600000,1.364,1.3865,1.3524,1.362,38942883.0
1772568000000,1.362,1.3688,1.348,1.36,15197729.0
1772582400000,1.36,1.3694,1.3446,1.3524,17426365.0
1772596800000,1.3524,1.3766,1.3446,1.3744,16722208.0
1772611200000,1.3744,1.425,1.3687,1.3985,57254375.0
1772625600000,1.3985,1.4639,1.3822,1.4623,69060548.0
1772640000000,1.4623,1.4722,1.4349,1.4558,41104647.0
1772654400000,1.4558,1.4648,1.4158,1.4303,29251430.0
1772668800000,1.4303,1.4358,1.4147,1.4187,20715641.0
1772683200000,1.4187,1.4307,1.4079,1.4124,26315262.0
1772697600000,1.4124,1.452,1.4085,1.4355,35202631.0
1772712000000,1.4355,1.4421,1.4092,1.4164,37062586.0
1772726400000,1.4164,1.4228,1.3953,1.4106,32407525.0
1772740800000,1.4106,1.4202,1.4013,1.4031,14557689.0
1772755200000,1.4031,1.414,1.397,1.4048,13024181.0
1772769600000,1.4048,1.4077,1.3905,1.407,14393777.0
1772784000000,1.407,1.4071,1.3916,1.3942,17859619.0
1772798400000,1.3942,1.3966,1.3501,1.3556,61497168.0
1772812800000,1.3556,1.3653,1.3449,1.3627,18976156.0
1772827200000,1.3627,1.371,1.3532,1.3627,11829641.0
1772841600000,1.3627,1.3742,1.3617,1.3651,9158677.0
1772856000000,1.3651,1.3677,1.3596,1.3662,10720401.0
1772870400000,1.3662,1.3726,1.362,1.3689,9117758.0
1772884800000,1.3689,1.369,1.3537,1.3563,18077876.0
1772899200000,1.3563,1.364,1.3459,1.3497,16996190.0
1772913600000,1.3497,1.3584,1.3493,1.3559,8135084.0
1772928000000,1.3559,1.3594,1.3436,1.3476,15164955.0
1772942400000,1.3476,1.3622,1.3405,1.3595,16559994.0
1772956800000,1.3595,1.3708,1.3538,1.3568,17778426.0
1772971200000,1.3568,1.3585,1.3402,1.3448,19455902.0
1772985600000,1.3448,1.3592,1.3369,1.3553,18373550.0
1773000000000,1.3553,1.3613,1.3206,1.3395,32848878.0
1773014400000,1.3395,1.3648,1.3366,1.3499,26409183.0
1773028800000,1.3499,1.3581,1.3319,1.3399,20314423.0
1773043200000,1.3399,1.3627,1.3386,1.3494,18794181.0
1773057600000,1.3494,1.3722,1.3488,1.3594,30640885.0
1773072000000,1.3594,1.3844,1.3551,1.3725,24784065.0
1773086400000,1.3725,1.3783,1.3598,1.3626,15903958.0
1773100800000,1.3626,1.3918,1.36,1.3743,21453820.0
1773115200000,1.3743,1.3891,1.3723,1.3867,15681535.0
1773129600000,1.3867,1.4188,1.3867,1.3904,43048059.0
1773144000000,1.3904,1.4421,1.3803,1.4304,63490516.0
1773158400000,1.4304,1.4365,1.379,1.3845,40477504.0
1773172800000,1.3845,1.3941,1.3777,1.3859,16786569.0
